lead_id,campaign_id,client_id,created_date,status,lead_score,city,acquisition_channel
LED01127,CAM0432,CLT001,2022-11-06,qualified,1,Medan,Email
LED01128,CAM0413,CLT001,2024-07-25,lost,86,Depok,TikTok
LED01129,CAM0490,CLT025,2024-02-04,converted,79,Jakarta,Email
LED01130,CAM0424,CLT050,2022-06-07,lost,52,Semarang,
LED01131,CAM0354,CLT014,2024-06-07,qualified,83,Bekasi,
LED01132,CAM0047,CLT045,2024-07-16,lost,30,Bogor,
LED01133,CAM0129,CLT008,2022-12-04,lost,91,Surabaya,
LED01134,CAM0290,CLT041,2023-11-24,contacted,36,Palembang,Google
LED01135,CAM0280,CLT047,2022-10-30,contacted,23,Balikpapan,TikTok
LED01136,CAM0086,CLT024,2024-04-21,contacted,9,Yogyakarta,
LED01137,CAM0500,CLT019,2022-12-15,qualified,40,Makassar,Instagram
LED01138,CAM0180,CLT050,2024-03-05,contacted,12,Medan,Website
LED01139,CAM0253,CLT035,2023-01-26,lost,34,Makassar,Facebook
LED01140,CAM0175,CLT037,2024-11-20,new,42,Bekasi,
LED01141,CAM0155,CLT040,2023-08-31,new,96,Palembang,
LED01142,CAM0391,CLT004,2024-11-22,lost,62,Depok,Website
LED01143,CAM0126,CLT036,2022-10-04,new,88,Bogor,Email
LED01144,CAM0430,CLT026,2024-09-23,qualified,62,Medan,TikTok
LED01145,CAM0060,CLT010,2022-05-24,new,10,Tangerang,Google
LED01146,CAM0391,CLT004,2024-11-25,new,66,Semarang,
LED01147,CAM0115,CLT019,2023-11-20,qualified,11,Semarang,Website
LED01148,CAM0119,CLT024,2022-04-10,lost,22,Bogor,Email
LED01149,CAM0071,CLT014,2023-09-16,converted,80,Malang,Google
LED01150,CAM0364,CLT034,2022-11-08,converted,87,Malang,Email
LED01151,CAM0050,CLT014,2023-03-22,converted,47,Malang,Google
LED01152,CAM0306,CLT009,2023-06-09,qualified,23,Yogyakarta,Website
LED01153,CAM0316,CLT041,2023-01-18,new,69,Malang,Google
LED01154,CAM0336,CLT049,2023-03-15,converted,94,Jakarta,Instagram
LED01155,CAM0115,CLT019,2023-12-07,new,25,Medan,TikTok
LED01156,CAM0073,CLT005,2022-04-19,contacted,89,Bekasi,Instagram
LED01157,CAM0500,CLT019,2023-01-02,converted,98,Palembang,Facebook
LED01158,CAM0034,CLT020,2023-06-10,contacted,41,Surabaya,
LED01159,CAM0269,CLT006,2022-10-04,contacted,12,Medan,
LED01160,CAM0415,CLT012,2022-09-27,new,11,Semarang,
LED01161,CAM0378,CLT046,2022-05-06,qualified,7,Bandung,
LED01162,CAM0193,CLT003,2023-04-18,new,40,Medan,
LED01163,CAM0009,CLT019,2023-11-11,qualified,92,Bandung,Email
LED01164,CAM0032,CLT044,2022-11-29,lost,71,Medan,Website
LED01165,CAM0386,CLT007,2024-10-25,contacted,91,Denpasar,Email
LED01166,CAM0134,CLT032,2023-10-03,contacted,16,Malang,Google
LED01167,CAM0329,CLT043,2023-03-08,contacted,19,Denpasar,Instagram
LED01168,CAM0363,CLT031,2022-06-29,contacted,54,Medan,
LED01169,CAM0395,CLT039,2024-11-17,converted,3,Denpasar,Instagram
LED01170,CAM0064,CLT015,2022-04-08,lost,49,Bogor,Email
LED01171,CAM0363,CLT031,2022-06-06,new,97,Balikpapan,
LED01172,CAM0481,CLT044,2024-06-17,converted,17,Surabaya,Email
LED01173,CAM0387,CLT050,2022-10-27,new,52,Tangerang,Instagram
LED01174,CAM0082,CLT003,2022-06-20,qualified,88,Bandung,Facebook
LED01175,CAM0376,CLT018,2024-06-01,qualified,52,Surabaya,Email
LED01176,CAM0381,CLT030,2022-05-11,qualified,100,Denpasar,Website
LED01177,CAM0083,CLT038,2024-07-13,qualified,35,Makassar,
LED01178,CAM0336,CLT049,2023-03-15,lost,45,Bekasi,
LED01179,CAM0127,CLT034,2022-06-05,converted,82,Semarang,Email
LED01180,CAM0289,CLT047,2022-11-07,lost,81,Makassar,
LED01181,CAM0032,CLT044,2022-11-02,contacted,6,Depok,
LED01182,CAM0386,CLT007,2024-11-13,contacted,64,Bogor,Website
LED01183,CAM0073,CLT005,2022-04-29,contacted,19,Bekasi,Instagram
LED01184,CAM0203,CLT004,2024-09-27,contacted,6,Semarang,Email
LED01185,CAM0392,CLT021,2022-06-18,converted,19,Balikpapan,
LED01186,CAM0367,CLT049,2024-08-12,qualified,49,Jakarta,
LED01187,CAM0169,CLT012,2023-11-29,new,24,Medan,
LED01188,CAM0011,CLT038,2022-04-19,qualified,34,Makassar,TikTok
LED01189,CAM0458,CLT011,2024-09-06,converted,6,Bogor,Google
LED01190,CAM0340,CLT007,2023-08-11,contacted,65,Bogor,Email
LED01191,CAM0342,CLT039,2022-05-24,contacted,34,Yogyakarta,Email
LED01192,CAM0021,CLT005,2023-12-10,qualified,56,Malang,Google
LED01193,CAM0080,CLT042,2023-11-07,qualified,66,Balikpapan,Website
LED01194,CAM0303,CLT028,2024-10-27,lost,55,Bogor,Google
LED01195,CAM0363,CLT031,2022-06-25,new,7,Denpasar,Email
LED01196,CAM0380,CLT050,2023-06-17,new,12,Bandung,Instagram
LED01197,CAM0457,CLT031,2022-11-13,converted,62,Palembang,Google
LED01198,CAM0347,CLT013,2022-05-16,converted,97,Bekasi,Instagram
LED01199,CAM0363,CLT031,2022-05-27,contacted,43,Bandung,Facebook
LED01200,CAM0431,CLT035,2022-12-08,lost,76,Malang,Website
LED01201,CAM0432,CLT001,2022-10-27,lost,92,Bekasi,Facebook
LED01202,CAM0170,CLT049,2023-10-20,new,34,Makassar,Instagram
LED01203,CAM0464,CLT027,2022-03-28,lost,47,Yogyakarta,
LED01204,CAM0180,CLT050,2024-03-05,new,46,Balikpapan,Website
LED01205,CAM0059,CLT030,2022-08-30,qualified,8,Palembang,Email
LED01206,CAM0333,CLT006,2024-06-08,lost,94,Denpasar,Email
LED01207,CAM0289,CLT047,2022-11-05,converted,98,Tangerang,Website
LED01208,CAM0227,CLT002,2023-05-12,lost,49,Bogor,Google
LED01209,CAM0386,CLT007,2024-10-04,converted,100,Depok,Google
LED01210,CAM0386,CLT007,2024-11-22,converted,21,Tangerang,
LED01211,CAM0094,CLT047,2024-02-20,new,68,Yogyakarta,Instagram
LED01212,CAM0086,CLT024,2024-05-02,qualified,66,Tangerang,TikTok
LED01213,CAM0201,CLT042,2022-03-24,qualified,55,Makassar,Email
LED01214,CAM0228,CLT044,2023-06-20,qualified,52,Medan,Website
LED01215,CAM0193,CLT003,2023-05-30,contacted,94,Medan,Google
LED01216,CAM0337,CLT013,2023-07-03,converted,11,Yogyakarta,Facebook
LED01217,CAM0205,CLT012,2024-12-21,new,45,Depok,Google
LED01218,CAM0448,CLT031,2022-05-07,contacted,65,Bogor,Facebook
LED01219,CAM0365,CLT010,2023-01-20,contacted,36,Bandung,TikTok
LED01220,CAM0395,CLT039,2024-11-15,lost,50,Depok,Website
LED01221,CAM0088,CLT010,2022-11-13,qualified,96,Depok,Instagram
LED01222,CAM0071,CLT014,2023-10-05,converted,33,Semarang,TikTok
LED01223,CAM0126,CLT036,2022-10-01,converted,10,Malang,Google
LED01224,CAM0205,CLT012,2025-01-05,contacted,52,Makassar,Website
LED01225,CAM0314,CLT004,2022-11-06,qualified,2,Balikpapan,Email
LED01226,CAM0464,CLT027,2022-01-21,converted,95,Tangerang,Google
LED01227,CAM0467,CLT049,2024-09-26,new,25,Palembang,TikTok
LED01228,CAM0021,CLT005,2023-12-08,lost,61,Depok,Website
LED01229,CAM0377,CLT008,2023-02-20,contacted,17,Tangerang,Facebook
LED01230,CAM0164,CLT012,2024-06-01,lost,77,Surabaya,Email
LED01231,CAM0275,CLT017,2024-05-13,qualified,81,Tangerang,Website
LED01232,CAM0435,CLT004,2024-09-03,qualified,11,Malang,Instagram
LED01233,CAM0376,CLT018,2024-06-03,qualified,2,Malang,Google
LED01234,CAM0118,CLT002,2024-06-22,contacted,43,Palembang,Instagram
LED01235,CAM0125,CLT024,2023-03-16,lost,52,Denpasar,Website
LED01236,CAM0428,CLT035,2022-07-11,new,34,Medan,Google
LED01237,CAM0231,CLT042,2024-05-24,new,20,Balikpapan,Website
LED01238,CAM0222,CLT017,2023-02-10,converted,35,Balikpapan,TikTok
LED01239,CAM0428,CLT035,2022-06-30,converted,18,Jakarta,TikTok
LED01240,CAM0367,CLT049,2024-07-19,lost,39,Bekasi,Email
LED01241,CAM0336,CLT049,2023-03-14,new,91,Tangerang,Facebook
LED01242,CAM0470,CLT011,2022-01-22,qualified,88,Surabaya,Email
LED01243,CAM0458,CLT011,2024-09-19,qualified,11,Balikpapan,Facebook
LED01244,CAM0205,CLT012,2024-12-29,lost,85,Yogyakarta,Email
LED01245,CAM0329,CLT043,2023-02-20,new,44,Palembang,TikTok
LED01246,CAM0190,CLT031,2023-09-16,new,24,Denpasar,TikTok
LED01247,CAM0154,CLT034,2024-08-26,converted,83,Tangerang,TikTok
LED01248,CAM0156,CLT046,2024-10-16,lost,72,Bekasi,TikTok
LED01249,CAM0439,CLT015,2023-09-12,new,11,Depok,Google
LED01250,CAM0447,CLT005,2022-05-04,converted,78,Tangerang,Instagram
LED01251,CAM0044,CLT045,2022-09-25,qualified,20,Bekasi,Instagram
LED01252,CAM0392,CLT021,2022-05-19,contacted,40,Bekasi,
LED01253,CAM0442,CLT033,2024-04-30,contacted,55,Balikpapan,Instagram
LED01254,CAM0163,CLT050,2023-07-09,qualified,98,Depok,
LED01255,CAM0431,CLT035,2022-11-07,qualified,85,Bekasi,Google
LED01256,CAM0271,CLT019,2023-09-27,qualified,49,Malang,Google
LED01257,CAM0190,CLT031,2023-09-10,qualified,42,Medan,
LED01258,CAM0415,CLT012,2022-10-11,contacted,27,Depok,Email
LED01259,CAM0478,CLT019,2024-12-06,contacted,69,Makassar,TikTok
LED01260,CAM0384,CLT026,2023-09-12,new,73,Surabaya,TikTok
LED01261,CAM0082,CLT003,2022-06-30,new,99,Bekasi,Google
LED01262,CAM0490,CLT025,2024-01-14,qualified,31,Medan,Email
LED01263,CAM0495,CLT035,2023-09-14,contacted,60,Makassar,Website
LED01264,CAM0072,CLT012,2023-04-23,converted,16,Semarang,
LED01265,CAM0378,CLT046,2022-04-23,qualified,99,Medan,Facebook
LED01266,CAM0363,CLT031,2022-06-28,contacted,34,Bogor,Email
LED01267,CAM0316,CLT041,2023-02-22,new,47,Makassar,
LED01268,CAM0291,CLT007,2024-06-21,qualified,44,Medan,Facebook
LED01269,CAM0380,CLT050,2023-07-19,qualified,69,Semarang,TikTok
LED01270,CAM0500,CLT019,2023-01-20,qualified,86,Semarang,Website
LED01271,CAM0085,CLT042,2024-07-15,new,45,Tangerang,Google
LED01272,CAM0012,CLT012,2024-10-28,converted,63,Bogor,Google
LED01273,CAM0354,CLT014,2024-05-01,qualified,13,Depok,Website
LED01274,CAM0228,CLT044,2023-06-05,new,68,Malang,
LED01275,CAM0155,CLT040,2023-10-14,converted,25,Denpasar,
LED01276,CAM0094,CLT047,2024-02-01,contacted,82,Medan,Email
LED01277,CAM0247,CLT011,2023-03-28,contacted,14,Medan,
LED01278,CAM0225,CLT019,2023-07-02,converted,82,Bogor,TikTok
LED01279,CAM0060,CLT010,2022-05-26,lost,76,Makassar,Email
LED01280,CAM0413,CLT001,2024-07-11,contacted,45,Bogor,
LED01281,CAM0190,CLT031,2023-09-29,new,64,Medan,Facebook
LED01282,CAM0212,CLT044,2024-03-22,new,4,Yogyakarta,
LED01283,CAM0357,CLT004,2024-05-29,qualified,10,Makassar,
LED01284,CAM0203,CLT004,2024-09-19,converted,57,Bogor,Instagram
LED01285,CAM0021,CLT005,2024-01-16,qualified,35,Bekasi,Email
LED01286,CAM0019,CLT030,2024-11-17,qualified,23,Tangerang,Website
LED01287,CAM0188,CLT027,2023-02-03,converted,91,Surabaya,
LED01288,CAM0069,CLT049,2024-06-22,qualified,86,Tangerang,Facebook
LED01289,CAM0437,CLT007,2023-03-23,converted,87,Yogyakarta,TikTok
LED01290,CAM0204,CLT001,2023-08-11,qualified,48,Balikpapan,Facebook
LED01291,CAM0391,CLT004,2024-12-16,lost,6,Makassar,TikTok
LED01292,CAM0038,CLT020,2024-02-01,new,69,Yogyakarta,
LED01293,CAM0158,CLT019,2022-07-30,new,45,Palembang,Facebook
LED01294,CAM0066,CLT006,2024-03-05,converted,35,Yogyakarta,
LED01295,CAM0032,CLT044,2022-11-28,qualified,22,Makassar,Google
LED01296,CAM0376,CLT018,2024-05-16,converted,87,Balikpapan,TikTok
LED01297,CAM0126,CLT036,2022-10-03,qualified,73,Denpasar,Email
LED01298,CAM0247,CLT011,2023-05-16,new,67,Jakarta,Google
LED01299,CAM0115,CLT019,2023-12-18,lost,2,Depok,Email
LED01300,CAM0034,CLT020,2023-07-25,converted,100,Depok,Google
LED01301,CAM0245,CLT021,2022-06-12,qualified,50,Palembang,Facebook
LED01302,CAM0014,CLT049,2022-08-01,contacted,24,Depok,Google
LED01303,CAM0231,CLT042,2024-04-13,lost,34,Bogor,Website
LED01304,CAM0442,CLT033,2024-04-17,new,50,Denpasar,Website
LED01305,CAM0342,CLT039,2022-04-03,new,17,Yogyakarta,Email
LED01306,CAM0456,CLT026,2022-02-18,new,22,Semarang,Email
LED01307,CAM0495,CLT035,2023-09-17,qualified,14,Bekasi,
LED01308,CAM0286,CLT044,2023-06-11,converted,43,Malang,Facebook
LED01309,CAM0364,CLT034,2022-11-24,qualified,58,Medan,Google
LED01310,CAM0367,CLT049,2024-07-11,qualified,28,Surabaya,Email
LED01311,CAM0212,CLT044,2024-03-17,contacted,15,Tangerang,Instagram
LED01312,CAM0060,CLT010,2022-06-12,lost,98,Balikpapan,Email
LED01313,CAM0403,CLT045,2022-09-13,new,25,Tangerang,TikTok
LED01314,CAM0012,CLT012,2024-10-25,contacted,27,Tangerang,
LED01315,CAM0471,CLT006,2024-02-19,converted,76,Yogyakarta,Email
LED01316,CAM0247,CLT011,2023-05-13,qualified,69,Malang,Instagram
LED01317,CAM0164,CLT012,2024-05-26,new,18,Surabaya,Email
LED01318,CAM0016,CLT049,2022-04-20,contacted,26,Yogyakarta,Facebook
LED01319,CAM0193,CLT003,2023-04-24,new,24,Makassar,Instagram
LED01320,CAM0095,CLT015,2024-09-21,contacted,26,Jakarta,Instagram
LED01321,CAM0303,CLT028,2024-10-28,lost,60,Balikpapan,Google
LED01322,CAM0280,CLT047,2022-09-19,lost,85,Depok,TikTok
LED01323,CAM0280,CLT047,2022-10-14,new,100,Makassar,Facebook
LED01324,CAM0213,CLT004,2022-06-14,lost,62,Denpasar,Instagram
LED01325,CAM0382,CLT048,2022-04-19,converted,54,Surabaya,Email
LED01326,CAM0060,CLT010,2022-06-02,new,70,Tangerang,
LED01327,CAM0482,CLT016,2023-12-18,qualified,39,Bandung,Email
LED01328,CAM0291,CLT007,2024-06-27,converted,86,Surabaya,Facebook
LED01329,CAM0221,CLT010,2023-08-27,converted,33,Bekasi,TikTok
LED01330,CAM0240,CLT024,2022-09-20,contacted,79,Bandung,
LED01331,CAM0225,CLT019,2023-05-14,contacted,97,Yogyakarta,Email
LED01332,CAM0357,CLT004,2024-05-20,new,73,Jakarta,Google
LED01333,CAM0333,CLT006,2024-06-28,converted,39,Surabaya,
LED01334,CAM0199,CLT037,2024-01-04,new,58,Depok,Website
LED01335,CAM0034,CLT020,2023-06-12,converted,48,Tangerang,
LED01336,CAM0336,CLT049,2023-03-16,contacted,19,Bekasi,Website
LED01337,CAM0222,CLT017,2023-04-05,new,16,Semarang,Facebook
LED01338,CAM0141,CLT004,2024-08-25,converted,94,Surabaya,TikTok
LED01339,CAM0442,CLT033,2024-05-22,contacted,18,Surabaya,Instagram
LED01340,CAM0069,CLT049,2024-06-12,converted,71,Bogor,Instagram
LED01341,CAM0303,CLT028,2024-10-27,qualified,2,Surabaya,Website
LED01342,CAM0495,CLT035,2023-10-15,contacted,48,Tangerang,
LED01343,CAM0129,CLT008,2023-01-05,contacted,80,Depok,
LED01344,CAM0055,CLT003,2023-09-10,qualified,42,Palembang,Facebook
LED01345,CAM0055,CLT003,2023-11-10,contacted,49,Bekasi,Google
LED01346,CAM0123,CLT008,2024-08-05,new,21,Bogor,
LED01347,CAM0051,CLT050,2022-01-25,new,20,Balikpapan,Instagram
LED01348,CAM0323,CLT042,2022-12-31,contacted,43,Semarang,
LED01349,CAM0305,CLT016,2024-07-13,converted,75,Jakarta,Website
LED01350,CAM0125,CLT024,2023-03-09,lost,13,Makassar,TikTok
LED01351,CAM0289,CLT047,2022-11-06,qualified,5,Semarang,Facebook
LED01352,CAM0229,CLT005,2024-11-11,qualified,39,Bandung,Website
LED01353,CAM0075,CLT040,2022-08-01,converted,12,Denpasar,Google
LED01354,CAM0143,CLT013,2022-06-29,lost,76,Semarang,Website
LED01355,CAM0119,CLT024,2022-03-23,qualified,15,Malang,Google
LED01356,CAM0329,CLT043,2023-02-27,lost,60,Palembang,TikTok
LED01357,CAM0387,CLT050,2022-11-19,new,36,Yogyakarta,
LED01358,CAM0181,CLT025,2022-10-20,converted,92,Makassar,Website
LED01359,CAM0392,CLT021,2022-05-13,new,98,Yogyakarta,TikTok
LED01360,CAM0028,CLT025,2022-03-22,contacted,75,Malang,
LED01361,CAM0236,CLT002,2022-12-31,contacted,34,Palembang,TikTok
LED01362,CAM0201,CLT042,2022-03-14,lost,70,Medan,
LED01363,CAM0315,CLT046,2022-09-18,new,57,Bogor,Email
LED01364,CAM0458,CLT011,2024-08-13,new,50,Jakarta,Google
LED01365,CAM0490,CLT025,2024-02-01,contacted,7,Makassar,
LED01366,CAM0353,CLT015,2023-09-02,converted,62,Denpasar,Google
LED01367,CAM0476,CLT006,2023-12-21,new,62,Bekasi,
LED01368,CAM0271,CLT019,2023-10-05,contacted,38,Depok,Google
LED01369,CAM0425,CLT007,2024-06-21,qualified,66,Bekasi,Facebook
LED01370,CAM0450,CLT034,2025-01-20,new,88,Bekasi,
LED01371,CAM0119,CLT024,2022-03-26,qualified,4,Malang,Email
LED01372,CAM0118,CLT002,2024-07-04,new,88,Denpasar,Google
LED01373,CAM0314,CLT004,2022-11-14,contacted,56,Denpasar,Instagram
LED01374,CAM0415,CLT012,2022-10-09,lost,92,Palembang,Email
LED01375,CAM0228,CLT044,2023-05-15,contacted,71,Makassar,TikTok
LED01376,CAM0019,CLT030,2024-11-25,lost,59,Makassar,TikTok
LED01377,CAM0353,CLT015,2023-09-03,qualified,84,Yogyakarta,
LED01378,CAM0334,CLT034,2024-11-10,qualified,29,Makassar,
LED01379,CAM0266,CLT031,2022-07-20,contacted,9,Depok,TikTok
LED01380,CAM0448,CLT031,2022-03-28,new,46,Bandung,Facebook
LED01381,CAM0075,CLT040,2022-08-22,contacted,5,Denpasar,
LED01382,CAM0319,CLT015,2024-10-23,contacted,25,Depok,Facebook
LED01383,CAM0439,CLT015,2023-08-05,new,79,Bekasi,Facebook
LED01384,CAM0127,CLT034,2022-06-09,contacted,91,Balikpapan,TikTok
LED01385,CAM0016,CLT049,2022-05-10,converted,91,Yogyakarta,Google
LED01386,CAM0393,CLT016,2024-07-06,qualified,17,Yogyakarta,Email
LED01387,CAM0201,CLT042,2022-03-25,qualified,100,Surabaya,Google
LED01388,CAM0354,CLT014,2024-05-02,new,44,Yogyakarta,
LED01389,CAM0280,CLT047,2022-11-01,new,49,Palembang,
LED01390,CAM0155,CLT040,2023-08-27,qualified,44,Medan,Website
LED01391,CAM0315,CLT046,2022-08-25,lost,14,Bandung,Facebook
LED01392,CAM0340,CLT007,2023-10-28,lost,2,Medan,Website
LED01393,CAM0094,CLT047,2024-02-09,contacted,68,Malang,Facebook
LED01394,CAM0003,CLT008,2023-05-19,contacted,98,Medan,TikTok
LED01395,CAM0075,CLT040,2022-08-15,contacted,72,Palembang,TikTok
LED01396,CAM0237,CLT036,2023-06-16,qualified,24,Jakarta,Email
LED01397,CAM0127,CLT034,2022-06-24,converted,16,Yogyakarta,Facebook
LED01398,CAM0050,CLT014,2023-05-01,new,80,Bogor,Instagram
LED01399,CAM0195,CLT026,2023-11-25,qualified,76,Malang,Facebook
LED01400,CAM0337,CLT013,2023-07-25,new,73,Tangerang,TikTok
LED01401,CAM0439,CLT015,2023-08-20,contacted,64,Yogyakarta,Website
LED01402,CAM0471,CLT006,2024-02-21,new,40,Bekasi,Facebook
LED01403,CAM0207,CLT020,2022-03-31,qualified,15,Makassar,
LED01404,CAM0387,CLT050,2022-12-07,qualified,55,Jakarta,Instagram
LED01405,CAM0134,CLT032,2023-08-29,lost,72,Tangerang,
LED01406,CAM0003,CLT008,2023-06-07,new,11,Bogor,
LED01407,CAM0025,CLT032,2024-11-16,qualified,88,Bandung,Google
LED01408,CAM0085,CLT042,2024-06-17,new,91,Depok,Email
LED01409,CAM0429,CLT033,2023-09-10,new,47,Medan,TikTok
LED01410,CAM0209,CLT007,2023-05-03,new,64,Bekasi,Website
LED01411,CAM0081,CLT041,2022-06-07,converted,35,Denpasar,
LED01412,CAM0231,CLT042,2024-04-06,qualified,3,Malang,Email
LED01413,CAM0061,CLT009,2023-11-18,contacted,74,Makassar,Email
LED01414,CAM0143,CLT013,2022-07-05,contacted,93,Denpasar,Facebook
LED01415,CAM0038,CLT020,2024-02-02,qualified,38,Bogor,Google
LED01416,CAM0319,CLT015,2024-10-25,contacted,48,Tangerang,
LED01417,CAM0289,CLT047,2022-11-07,contacted,51,Tangerang,Facebook
LED01418,CAM0408,CLT044,2023-08-10,qualified,12,Palembang,
LED01419,CAM0154,CLT034,2024-09-10,qualified,30,Surabaya,Facebook
LED01420,CAM0225,CLT019,2023-06-12,new,69,Semarang,Email
LED01421,CAM0291,CLT007,2024-05-21,converted,13,Semarang,Instagram
LED01422,CAM0028,CLT025,2022-03-18,converted,62,Depok,Website
LED01423,CAM0075,CLT040,2022-07-03,converted,10,Bekasi,
LED01424,CAM0075,CLT040,2022-07-05,new,71,Bogor,Facebook
LED01425,CAM0413,CLT001,2024-07-18,new,20,Bekasi,Email
LED01426,CAM0252,CLT041,2022-10-13,contacted,97,Makassar,Facebook
LED01427,CAM0342,CLT039,2022-05-03,qualified,14,Semarang,
LED01428,CAM0316,CLT041,2023-03-13,qualified,10,Denpasar,Instagram
LED01429,CAM0481,CLT044,2024-05-07,converted,37,Bekasi,Instagram
LED01430,CAM0094,CLT047,2024-01-18,qualified,39,Bogor,TikTok
LED01431,CAM0490,CLT025,2024-01-18,contacted,72,Malang,Google
LED01432,CAM0266,CLT031,2022-07-28,contacted,50,Surabaya,Facebook
LED01433,CAM0202,CLT009,2022-05-25,qualified,89,Bandung,Facebook
LED01434,CAM0100,CLT024,2024-02-26,converted,94,Makassar,TikTok
LED01435,CAM0134,CLT032,2023-10-04,converted,62,Surabaya,TikTok
LED01436,CAM0429,CLT033,2023-09-18,contacted,40,Yogyakarta,
LED01437,CAM0367,CLT049,2024-07-20,contacted,67,Makassar,TikTok
LED01438,CAM0094,CLT047,2024-02-24,qualified,44,Balikpapan,Instagram
LED01439,CAM0227,CLT002,2023-04-14,contacted,83,Jakarta,Email
LED01440,CAM0478,CLT019,2024-11-27,converted,98,Malang,Instagram
LED01441,CAM0126,CLT036,2022-10-01,qualified,38,Surabaya,Email
LED01442,CAM0172,CLT046,2023-09-27,converted,81,Jakarta,Instagram
LED01443,CAM0413,CLT001,2024-06-29,converted,9,Denpasar,Website
LED01444,CAM0403,CLT045,2022-09-15,qualified,17,Medan,TikTok
LED01445,CAM0094,CLT047,2024-02-11,qualified,18,Surabaya,Email
LED01446,CAM0209,CLT007,2023-05-02,converted,5,Yogyakarta,
LED01447,CAM0229,CLT005,2024-11-23,contacted,98,Bandung,
LED01448,CAM0411,CLT040,2023-05-09,converted,87,Semarang,Instagram
LED01449,CAM0083,CLT038,2024-09-07,contacted,91,Bandung,
LED01450,CAM0429,CLT033,2023-09-24,contacted,40,Balikpapan,TikTok
LED01451,CAM0044,CLT045,2022-09-12,qualified,54,Bekasi,Google
LED01452,CAM0448,CLT031,2022-03-23,new,35,Surabaya,Website
LED01453,CAM0361,CLT049,2022-07-16,contacted,68,Bogor,Website
LED01454,CAM0158,CLT019,2022-07-09,contacted,74,Tangerang,
LED01455,CAM0377,CLT008,2023-02-26,lost,79,Denpasar,Google
LED01456,CAM0395,CLT039,2024-12-30,converted,11,Semarang,TikTok
LED01457,CAM0141,CLT004,2024-09-28,new,56,Malang,Facebook
LED01458,CAM0090,CLT043,2022-08-18,qualified,52,Semarang,Facebook
LED01459,CAM0009,CLT019,2023-09-20,lost,73,Jakarta,Website
LED01460,CAM0337,CLT013,2023-06-15,lost,56,Medan,Instagram
LED01461,CAM0481,CLT044,2024-05-23,qualified,83,Medan,
LED01462,CAM0176,CLT034,2024-10-02,qualified,95,Bogor,Facebook
LED01463,CAM0195,CLT026,2023-11-10,contacted,92,Balikpapan,Instagram
LED01464,CAM0166,CLT034,2024-11-20,converted,80,Makassar,TikTok
LED01465,CAM0354,CLT014,2024-04-11,lost,95,Denpasar,Instagram
LED01466,CAM0247,CLT011,2023-04-20,contacted,80,Yogyakarta,Facebook
LED01467,CAM0180,CLT050,2024-04-07,contacted,76,Jakarta,TikTok
LED01468,CAM0163,CLT050,2023-05-31,contacted,76,Palembang,Email
LED01469,CAM0102,CLT006,2022-12-17,contacted,89,Yogyakarta,Website
LED01470,CAM0198,CLT048,2024-06-03,contacted,13,Balikpapan,Website
LED01471,CAM0125,CLT024,2023-03-03,new,36,Semarang,Facebook
LED01472,CAM0141,CLT004,2024-09-30,converted,30,Denpasar,Facebook
LED01473,CAM0181,CLT025,2022-10-06,contacted,98,Makassar,
LED01474,CAM0143,CLT013,2022-06-02,converted,25,Bogor,Google
LED01475,CAM0467,CLT049,2024-10-14,contacted,30,Semarang,
LED01476,CAM0028,CLT025,2022-03-25,new,32,Palembang,Facebook
LED01477,CAM0075,CLT040,2022-08-10,new,91,Bandung,TikTok
LED01478,CAM0209,CLT007,2023-05-08,contacted,7,Malang,TikTok
LED01479,CAM0347,CLT013,2022-05-16,converted,35,Surabaya,Instagram
LED01480,CAM0085,CLT042,2024-07-23,contacted,11,Bekasi,Instagram
LED01481,CAM0364,CLT034,2022-11-15,qualified,17,Semarang,Instagram
LED01482,CAM0129,CLT008,2023-01-05,new,10,Bekasi,Website
LED01483,CAM0059,CLT030,2022-09-06,contacted,45,Balikpapan,Email
LED01484,CAM0013,CLT043,2023-12-21,lost,89,Medan,Email
LED01485,CAM0361,CLT049,2022-07-18,lost,92,Palembang,Website
LED01486,CAM0269,CLT006,2022-09-24,contacted,46,Makassar,Google
LED01487,CAM0072,CLT012,2023-06-06,qualified,66,Depok,Facebook
LED01488,CAM0381,CLT030,2022-03-30,contacted,56,Bandung,Instagram
LED01489,CAM0425,CLT007,2024-06-23,new,86,Depok,Instagram
LED01490,CAM0497,CLT048,2024-03-16,converted,56,Yogyakarta,Email
LED01491,CAM0188,CLT027,2023-01-10,new,59,Denpasar,Instagram
LED01492,CAM0048,CLT035,2022-06-14,new,41,Bekasi,Instagram
LED01493,CAM0330,CLT006,2023-11-12,qualified,84,Denpasar,Email
LED01494,CAM0353,CLT015,2023-09-13,qualified,25,Depok,Google
LED01495,CAM0123,CLT008,2024-08-10,new,6,Bogor,Website
LED01496,CAM0432,CLT001,2022-11-04,new,11,Balikpapan,
LED01497,CAM0166,CLT034,2024-12-21,lost,7,Bogor,
LED01498,CAM0123,CLT008,2024-07-23,qualified,65,Tangerang,Website
LED01499,CAM0061,CLT009,2023-11-24,converted,51,Depok,Google
LED01500,CAM0070,CLT034,2023-05-16,contacted,53,Tangerang,Instagram
LED01501,CAM0271,CLT019,2023-10-14,lost,88,Semarang,Website
LED01502,CAM0236,CLT002,2023-01-10,new,5,Depok,Email
