spend_id,campaign_id,spend_date,impressions,clicks,conversions,spend_idr,cpm,cpc,ctr
SPD02254,CAM0378,2022-06-12,161744,4131,106,4639149,28682,1123,0.0255
SPD02255,CAM0378,2022-05-24,172478,1826,,4086003,23690,2238,0.0106
SPD02256,CAM0378,2022-06-05,120085,2657,67,4868612,40543,1832,0.0221
SPD02257,CAM0378,2022-04-28,31753,484,6,2014318,63437,4162,0.0152
SPD02258,CAM0378,2022-05-23,80144,2309,75,2282403,28479,988,0.0288
SPD02259,CAM0378,2022-04-20,50664,1218,22,4523388,89282,3714,0.0240
SPD02260,CAM0378,2022-06-05,161007,1968,28,3941889,24483,2003,0.0122
SPD02261,CAM0378,2022-03-23,22562,514,8,3813703,169032,7420,0.0228
SPD02262,CAM0379,2022-07-29,178099,1511,18,4064982,22824,2690,0.0085
SPD02263,CAM0379,2022-07-28,146702,3829,101,1528407,10418,399,0.0261
SPD02264,CAM0379,2022-07-23,179419,3854,140,2376772,13247,617,0.0215
SPD02265,CAM0380,2023-06-15,148064,4233,82,4994613,33733,1180,0.0286
SPD02266,CAM0380,2023-07-11,161099,2837,94,1429819,8875,504,0.0176
SPD02267,CAM0380,2023-06-16,26889,790,30,4708892,175123,5961,0.0294
SPD02268,CAM0380,2023-07-11,169091,3329,121,456152,2698,137,0.0197
SPD02269,CAM0380,2023-06-13,148292,4182,92,1359646,9169,325,0.0282
SPD02270,CAM0381,2022-04-01,36520,594,14,4504575,123345,7583,0.0163
SPD02271,CAM0381,2022-05-08,66115,1274,38,3871423,58556,3039,0.0193
SPD02272,CAM0381,2022-03-22,146321,1362,27,592774,4051,435,0.0093
SPD02273,CAM0381,2022-04-17,129336,1682,72,1708523,13210,1016,0.0130
SPD02274,CAM0381,2022-04-03,104680,1997,52,904915,8645,453,0.0191
SPD02275,CAM0381,2022-04-01,138928,3789,127,1587051,11424,419,0.0273
SPD02276,CAM0382,2022-04-17,151719,4186,163,3489211,22998,834,0.0276
SPD02277,CAM0382,2022-04-19,179216,3742,125,2123820,11851,568,0.0209
SPD02278,CAM0383,2023-07-26,35910,411,17,3752766,104505,9131,0.0114
SPD02279,CAM0383,2023-07-07,97958,1535,49,2281310,23289,1486,0.0157
SPD02280,CAM0383,2023-07-09,132796,1607,60,4882417,36766,3038,0.0121
SPD02281,CAM0384,2023-08-08,92374,2131,87,4060768,43960,1906,0.0231
SPD02282,CAM0384,2023-08-30,52638,648,,3736909,70993,5767,0.0123
SPD02283,CAM0384,2023-08-16,164861,2375,92,3801298,23058,1601,0.0144
SPD02284,CAM0384,2023-07-14,74637,1218,15,297435,3985,244,0.0163
SPD02285,CAM0384,2023-07-30,152019,2044,33,3182748,20937,1557,0.0134
SPD02286,CAM0384,2023-08-11,170233,2581,38,4415551,25938,1711,0.0152
SPD02287,CAM0384,2023-08-08,74708,1372,41,544670,7291,397,0.0184
SPD02288,CAM0385,2022-09-17,119270,1006,29,4622552,38757,4595,0.0084
SPD02289,CAM0385,2022-09-03,162795,3157,110,731921,4496,232,0.0194
SPD02290,CAM0385,2022-08-22,83616,572,8,2282766,27301,3991,0.0068
SPD02291,CAM0386,2024-10-30,178324,4259,181,1916066,10745,450,0.0239
SPD02292,CAM0386,2024-11-06,33301,360,9,203560,6113,565,0.0108
SPD02293,CAM0386,2024-10-28,53910,1591,,2335005,43313,1468,0.0295
SPD02294,CAM0386,2024-10-26,150829,2681,110,383969,2546,143,0.0178
SPD02295,CAM0386,2024-10-06,99454,2750,60,1413366,14211,514,0.0277
SPD02296,CAM0386,2024-10-18,37655,768,27,1821086,48362,2371,0.0204
SPD02297,CAM0386,2024-10-22,76722,437,11,729988,9515,1670,0.0057
SPD02298,CAM0386,2024-11-14,199074,3405,135,4526736,22739,1329,0.0171
SPD02299,CAM0386,2024-10-01,188551,2162,86,550903,2922,255,0.0115
SPD02300,CAM0387,2022-12-03,146830,4244,189,4073230,27741,960,0.0289
SPD02301,CAM0387,2022-12-04,43131,320,,2472222,57319,7726,0.0074
SPD02302,CAM0387,2022-11-16,140521,3680,70,2938444,20911,798,0.0262
SPD02303,CAM0387,2022-10-18,108420,2240,71,4716458,43502,2106,0.0207
SPD02304,CAM0387,2022-10-26,188207,5529,192,3893895,20689,704,0.0294
SPD02305,CAM0387,2022-11-03,137834,2002,91,957456,6946,478,0.0145
SPD02306,CAM0387,2022-11-05,94203,1856,78,613562,6513,331,0.0197
SPD02307,CAM0387,2022-10-09,37536,763,28,691472,18422,906,0.0203
SPD02308,CAM0388,2023-10-21,99716,1112,50,573196,5748,515,0.0112
SPD02309,CAM0388,2023-10-17,34724,234,,718979,20706,3073,0.0067
SPD02310,CAM0389,2024-12-28,161239,2974,125,1937629,12017,652,0.0184
SPD02311,CAM0389,2025-01-21,87414,980,35,1038930,11885,1060,0.0112
SPD02312,CAM0389,2025-02-02,156851,1803,22,4272737,27241,2370,0.0115
SPD02313,CAM0389,2024-11-29,17884,100,3,1339900,74922,13399,0.0056
SPD02314,CAM0389,2025-01-06,144028,4217,50,3356931,23307,796,0.0293
SPD02315,CAM0389,2025-01-16,183889,4896,193,4870377,26485,995,0.0266
SPD02316,CAM0389,2025-02-15,119008,1878,43,3855788,32399,2053,0.0158
SPD02317,CAM0389,2025-01-01,47422,254,5,3753336,79148,14777,0.0054
SPD02318,CAM0389,2025-01-14,133458,3190,145,4991658,37402,1565,0.0239
SPD02319,CAM0390,2024-02-05,85877,2078,36,4448174,51797,2141,0.0242
SPD02320,CAM0390,2023-12-13,116450,963,23,3592659,30852,3731,0.0083
SPD02321,CAM0390,2024-01-27,39290,1035,27,2625905,66834,2537,0.0263
SPD02322,CAM0390,2023-12-16,33416,498,17,2120170,63448,4257,0.0149
SPD02323,CAM0390,2023-12-16,7400,165,2,1766472,238712,10706,0.0223
SPD02324,CAM0390,2023-12-25,50851,447,18,3991032,78485,8928,0.0088
SPD02325,CAM0390,2024-02-02,130400,2914,75,2850844,21862,978,0.0223
SPD02326,CAM0391,2024-11-09,107273,610,,2556616,23833,4191,0.0057
SPD02327,CAM0391,2024-11-13,29195,417,12,2307227,79028,5533,0.0143
SPD02328,CAM0391,2025-01-08,140546,2949,30,4703427,33465,1595,0.0210
SPD02329,CAM0391,2024-11-02,33402,563,14,4348453,130185,7724,0.0169
SPD02330,CAM0391,2025-01-11,38515,381,,3206182,83245,8415,0.0099
SPD02331,CAM0391,2024-12-27,8570,242,3,3627154,423239,14988,0.0282
SPD02332,CAM0391,2024-12-04,48020,1006,15,1130361,23539,1124,0.0209
SPD02333,CAM0391,2024-11-22,19017,192,7,4215809,221686,21957,0.0101
SPD02334,CAM0392,2022-05-27,64762,1020,39,4665171,72036,4574,0.0157
SPD02335,CAM0392,2022-04-20,125901,2373,84,3291166,26141,1387,0.0188
SPD02336,CAM0392,2022-05-17,139756,1309,48,2150860,15390,1643,0.0094
SPD02337,CAM0392,2022-06-17,90013,2427,97,2451122,27231,1010,0.0270
SPD02338,CAM0392,2022-04-20,13240,289,6,3282203,247901,11357,0.0218
SPD02339,CAM0392,2022-05-20,175972,2935,131,843438,4793,287,0.0167
SPD02340,CAM0392,2022-04-28,41685,1192,45,3953477,94842,3317,0.0286
SPD02341,CAM0392,2022-05-20,145841,2970,145,911914,6253,307,0.0204
SPD02342,CAM0392,2022-06-10,119920,3301,60,2661803,22196,806,0.0275
SPD02343,CAM0393,2024-07-26,173169,3803,63,1807493,10438,475,0.0220
SPD02344,CAM0393,2024-07-23,146268,2119,27,4182347,28594,1974,0.0145
SPD02345,CAM0393,2024-07-17,192227,1021,42,764314,3976,749,0.0053
SPD02346,CAM0394,2024-05-25,69733,1789,69,1830425,26249,1023,0.0257
SPD02347,CAM0394,2024-04-10,106348,2150,41,4774464,44895,2221,0.0202
SPD02348,CAM0394,2024-06-09,42965,501,11,2125339,49467,4242,0.0117
SPD02349,CAM0394,2024-05-15,8097,47,1,1071047,132277,22788,0.0058
SPD02350,CAM0394,2024-06-10,23120,528,15,2604223,112639,4932,0.0228
SPD02351,CAM0394,2024-06-10,22553,587,9,2331567,103382,3972,0.0260
SPD02352,CAM0394,2024-05-08,180643,5218,141,4660533,25800,893,0.0289
SPD02353,CAM0395,2024-12-03,145268,3918,113,2024041,13933,517,0.0270
SPD02354,CAM0395,2025-01-03,189700,4667,166,2888536,15227,619,0.0246
SPD02355,CAM0395,2024-12-07,173728,3456,97,4413926,25407,1277,0.0199
SPD02356,CAM0395,2025-01-11,178295,2030,51,4963878,27841,2445,0.0114
SPD02357,CAM0395,2025-01-20,116564,3462,142,711041,6100,205,0.0297
SPD02358,CAM0395,2024-12-16,87444,1489,64,1077902,12327,724,0.0170
SPD02359,CAM0395,2024-12-12,122811,2704,52,951130,7745,352,0.0220
SPD02360,CAM0395,2025-01-22,146674,3475,69,2446466,16680,704,0.0237
SPD02361,CAM0395,2024-11-23,58407,1506,50,1565112,26797,1039,0.0258
SPD02362,CAM0396,2024-08-21,66725,731,11,1145644,17170,1567,0.0110
SPD02363,CAM0396,2024-08-29,177892,3334,,1517987,8533,455,0.0187
SPD02364,CAM0396,2024-09-13,153525,1573,70,614196,4001,390,0.0102
SPD02365,CAM0396,2024-09-02,156538,2962,46,575659,3677,194,0.0189
SPD02366,CAM0396,2024-09-09,35663,191,8,336545,9437,1762,0.0054
SPD02367,CAM0396,2024-07-23,186315,3363,84,580084,3113,172,0.0181
SPD02368,CAM0397,2022-08-22,138149,3596,160,4233632,30645,1177,0.0260
SPD02369,CAM0397,2022-09-13,106248,854,36,1788389,16832,2094,0.0080
SPD02370,CAM0397,2022-09-02,105588,2631,122,2173267,20583,826,0.0249
SPD02371,CAM0398,2025-01-31,149974,1834,36,913471,6091,498,0.0122
SPD02372,CAM0398,2025-01-11,138781,3313,69,4816514,34706,1454,0.0239
SPD02373,CAM0398,2025-01-15,41242,407,18,2854090,69203,7013,0.0099
SPD02374,CAM0398,2025-01-27,182283,4511,,1865606,10235,414,0.0247
SPD02375,CAM0398,2025-01-20,9430,154,7,229429,24330,1490,0.0163
SPD02376,CAM0398,2024-12-28,78124,2233,74,3870308,49541,1733,0.0286
SPD02377,CAM0398,2025-01-27,24538,325,3,3831015,156126,11788,0.0132
SPD02378,CAM0399,2024-05-09,107218,1667,,309403,2886,186,0.0155
SPD02379,CAM0399,2024-05-08,108019,3014,40,957460,8864,318,0.0279
SPD02380,CAM0399,2024-05-10,63928,1896,,3949883,61786,2083,0.0297
SPD02381,CAM0400,2023-12-11,89916,675,31,2455399,27308,3638,0.0075
SPD02382,CAM0400,2023-12-18,167165,2797,29,4911862,29383,1756,0.0167
SPD02383,CAM0400,2023-12-18,56025,882,19,1381340,24656,1566,0.0157
SPD02384,CAM0401,2024-09-11,145062,3356,87,3458255,23840,1030,0.0231
SPD02385,CAM0401,2024-10-10,125353,3086,97,4881095,38939,1582,0.0246
SPD02386,CAM0401,2024-10-04,141325,3878,112,4270950,30221,1101,0.0274
SPD02387,CAM0401,2024-10-11,24044,339,11,1715067,71330,5059,0.0141
SPD02388,CAM0401,2024-09-09,123891,3233,148,396072,3197,123,0.0261
SPD02389,CAM0401,2024-10-21,160897,1756,,929603,5778,529,0.0109
SPD02390,CAM0401,2024-08-10,118144,3193,77,4578657,38755,1434,0.0270
SPD02391,CAM0401,2024-10-06,151556,3906,41,859842,5673,220,0.0258
SPD02392,CAM0401,2024-10-03,6532,156,5,1367695,209384,8767,0.0239
SPD02393,CAM0401,2024-08-03,125844,1765,86,1187998,9440,673,0.0140
SPD02394,CAM0402,2024-08-02,132574,2177,80,1357374,10239,624,0.0164
SPD02395,CAM0402,2024-08-06,82803,1211,15,4745037,57305,3918,0.0146
SPD02396,CAM0402,2024-08-30,174077,3270,112,3579039,20560,1095,0.0188
SPD02397,CAM0402,2024-06-22,119227,1389,47,4205794,35276,3028,0.0117
SPD02398,CAM0402,2024-07-17,139277,2742,116,2417392,17357,882,0.0197
SPD02399,CAM0402,2024-07-21,74835,2088,67,2663301,35589,1276,0.0279
SPD02400,CAM0402,2024-07-22,132429,3421,,3850031,29072,1125,0.0258
SPD02401,CAM0402,2024-08-08,38139,193,2,3280035,86002,16995,0.0051
SPD02402,CAM0402,2024-08-07,5015,114,,617593,123149,5417,0.0227
SPD02403,CAM0402,2024-06-13,170706,2557,117,3639402,21320,1423,0.0150
SPD02404,CAM0403,2022-09-05,18851,310,4,4142668,219759,13363,0.0164
SPD02405,CAM0403,2022-08-23,136884,1242,28,2548798,18620,2052,0.0091
SPD02406,CAM0403,2022-08-01,20312,146,6,4534478,223241,31058,0.0072
SPD02407,CAM0403,2022-08-24,47183,1048,20,1342945,28462,1281,0.0222
SPD02408,CAM0403,2022-09-23,24002,353,16,3330138,138744,9434,0.0147
SPD02409,CAM0403,2022-08-01,131214,872,41,694943,5296,797,0.0066
SPD02410,CAM0403,2022-08-12,35452,686,23,4090819,115390,5963,0.0194
SPD02411,CAM0404,2023-05-30,177212,1267,16,565907,3193,447,0.0071
SPD02412,CAM0404,2023-07-10,100086,1069,44,646610,6461,605,0.0107
SPD02413,CAM0404,2023-06-29,40694,406,,794585,19526,1957,0.0100
SPD02414,CAM0404,2023-06-20,160621,2063,,4258969,26516,2064,0.0128
SPD02415,CAM0404,2023-06-09,188674,4858,219,2819413,14943,580,0.0257
SPD02416,CAM0405,2024-12-20,191483,2523,107,1381529,7215,548,0.0132
SPD02417,CAM0405,2025-01-05,153763,2775,89,1989613,12939,717,0.0180
SPD02418,CAM0405,2024-12-11,95338,790,38,1169446,12266,1480,0.0083
SPD02419,CAM0405,2024-12-11,197073,1419,55,1384896,7027,976,0.0072
SPD02420,CAM0405,2024-12-15,58001,1456,19,793269,13677,545,0.0251
SPD02421,CAM0405,2024-11-17,72585,965,39,3582972,49362,3713,0.0133
SPD02422,CAM0406,2023-09-02,184464,1767,38,3219421,17453,1822,0.0096
SPD02423,CAM0406,2023-09-16,72117,1305,25,1469900,20382,1126,0.0181
SPD02424,CAM0406,2023-09-14,143920,937,46,3852582,26769,4112,0.0065
SPD02425,CAM0406,2023-08-21,117529,1903,35,2308652,19643,1213,0.0162
SPD02426,CAM0406,2023-10-15,83531,2361,75,1683749,20157,713,0.0283
SPD02427,CAM0406,2023-09-08,64729,942,43,2699094,41698,2865,0.0146
SPD02428,CAM0407,2022-09-19,41149,761,9,3927339,95442,5161,0.0185
SPD02429,CAM0407,2022-10-23,77535,1753,49,3014911,38885,1720,0.0226
SPD02430,CAM0407,2022-09-16,25987,366,6,1733204,66695,4736,0.0141
SPD02431,CAM0407,2022-10-10,7551,149,3,2922543,387041,19614,0.0197
SPD02432,CAM0407,2022-08-31,16142,279,10,1053261,65250,3775,0.0173
SPD02433,CAM0407,2022-10-20,66229,496,,1039842,15701,2096,0.0075
SPD02434,CAM0407,2022-09-23,138040,3938,,360193,2609,91,0.0285
SPD02435,CAM0408,2023-08-27,91123,2290,63,3463714,38011,1513,0.0251
SPD02436,CAM0408,2023-08-15,185024,4175,45,3311746,17899,793,0.0226
SPD02437,CAM0408,2023-09-07,87608,2228,84,897578,10245,403,0.0254
SPD02438,CAM0408,2023-08-31,5170,141,2,2831900,547756,20084,0.0273
SPD02439,CAM0408,2023-09-23,20603,108,4,625922,30380,5796,0.0052
SPD02440,CAM0408,2023-08-19,88756,690,26,1735893,19558,2516,0.0078
SPD02441,CAM0408,2023-09-22,176619,3913,108,3050317,17271,780,0.0222
SPD02442,CAM0408,2023-08-13,119835,1445,42,3915668,32675,2710,0.0121
SPD02443,CAM0409,2023-03-31,55138,1439,46,3168439,57464,2202,0.0261
SPD02444,CAM0409,2023-03-31,199815,3945,43,2134409,10682,541,0.0197
SPD02445,CAM0409,2023-03-28,22239,137,2,2013883,90556,14700,0.0062
SPD02446,CAM0409,2023-03-05,194102,1029,34,225201,1160,219,0.0053
SPD02447,CAM0409,2023-03-03,96281,784,,1999465,20767,2550,0.0081
SPD02448,CAM0410,2023-04-17,16955,299,12,740305,43663,2476,0.0176
SPD02449,CAM0410,2023-03-03,147281,1840,25,2057081,13967,1118,0.0125
SPD02450,CAM0410,2023-05-16,93292,2520,42,4775510,51189,1895,0.0270
SPD02451,CAM0410,2023-04-08,95730,2297,57,4957030,51781,2158,0.0240
SPD02452,CAM0410,2023-04-06,43406,266,3,3618836,83372,13605,0.0061
SPD02453,CAM0410,2023-04-25,154263,4398,,361242,2342,82,0.0285
SPD02454,CAM0410,2023-04-13,154734,2431,104,693164,4480,285,0.0157
SPD02455,CAM0410,2023-03-03,148323,2176,44,2226988,15014,1023,0.0147
SPD02456,CAM0410,2023-04-24,136322,1591,61,2027072,14870,1274,0.0117
SPD02457,CAM0411,2023-06-28,55815,1074,35,3345464,59938,3115,0.0192
SPD02458,CAM0411,2023-05-03,10376,52,1,1518483,146346,29202,0.0050
SPD02459,CAM0411,2023-05-17,91007,473,11,292729,3217,619,0.0052
SPD02460,CAM0411,2023-04-14,134297,1384,27,3481313,25922,2515,0.0103
SPD02461,CAM0411,2023-04-28,79938,611,10,712949,8919,1167,0.0076
SPD02462,CAM0411,2023-06-24,53960,1162,47,2035722,37727,1752,0.0215
SPD02463,CAM0411,2023-05-03,85665,1137,,327786,3826,288,0.0133
SPD02464,CAM0411,2023-04-09,154767,927,24,589188,3807,636,0.0060
SPD02465,CAM0411,2023-05-20,69037,354,11,3672921,53202,10375,0.0051
SPD02466,CAM0412,2024-05-08,71395,790,36,941437,13186,1192,0.0111
SPD02467,CAM0412,2024-04-22,107913,1737,60,254485,2358,147,0.0161
SPD02468,CAM0412,2024-04-09,182822,2443,113,3002491,16423,1229,0.0134
SPD02469,CAM0412,2024-04-30,89745,2371,32,3752556,41814,1583,0.0264
SPD02470,CAM0412,2024-04-12,48905,727,31,3715500,75974,5111,0.0149
SPD02471,CAM0412,2024-03-26,7220,195,4,4567618,632634,23424,0.0270
SPD02472,CAM0412,2024-03-27,25378,289,13,1257655,49557,4352,0.0114
SPD02473,CAM0413,2024-06-26,121632,956,41,2092887,17207,2189,0.0079
SPD02474,CAM0413,2024-07-31,6604,62,2,1030259,156005,16617,0.0094
SPD02475,CAM0413,2024-08-06,164382,3803,91,4599262,27979,1209,0.0231
SPD02476,CAM0413,2024-07-03,141905,2741,27,3270583,23048,1193,0.0193
SPD02477,CAM0413,2024-08-01,29762,471,14,1973653,66315,4190,0.0158
SPD02478,CAM0414,2023-03-13,102367,1362,53,2825192,27599,2074,0.0133
SPD02479,CAM0414,2023-03-15,126569,2817,107,990176,7823,352,0.0223
SPD02480,CAM0414,2023-03-03,150755,2701,108,3049353,20227,1129,0.0179
SPD02481,CAM0414,2023-02-22,130501,2397,81,2011496,15414,839,0.0184
SPD02482,CAM0415,2022-09-06,148520,4377,70,4223108,28435,965,0.0295
SPD02483,CAM0415,2022-10-29,50187,1259,61,2808787,55966,2231,0.0251
SPD02484,CAM0415,2022-10-27,19003,407,6,4199453,220989,10318,0.0214
SPD02485,CAM0415,2022-09-12,5319,33,1,4701784,883960,142478,0.0062
SPD02486,CAM0415,2022-09-10,168911,4757,73,1504320,8906,316,0.0282
SPD02487,CAM0415,2022-09-05,71050,512,25,1973540,27777,3855,0.0072
SPD02488,CAM0415,2022-10-18,39518,1111,44,753975,19079,679,0.0281
SPD02489,CAM0416,2022-02-07,99346,1930,73,1261435,12697,654,0.0194
SPD02490,CAM0416,2022-02-28,169443,3959,139,625366,3691,158,0.0234
SPD02491,CAM0416,2022-01-29,192274,4306,65,3881816,20189,901,0.0224
SPD02492,CAM0416,2022-02-12,99155,2604,117,2244297,22634,862,0.0263
SPD02493,CAM0416,2022-02-04,193180,1902,76,4422306,22892,2325,0.0098
SPD02494,CAM0416,2022-01-17,114557,1533,,2326224,20306,1517,0.0134
SPD02495,CAM0417,2022-05-10,56653,287,3,2136167,37706,7443,0.0051
SPD02496,CAM0417,2022-05-13,124778,2057,68,4706939,37723,2288,0.0165
SPD02497,CAM0417,2022-04-29,39608,958,34,952112,24038,994,0.0242
SPD02498,CAM0417,2022-05-11,183948,4982,197,4139931,22506,831,0.0271
SPD02499,CAM0417,2022-05-04,104121,2772,,1534806,14741,554,0.0266
SPD02500,CAM0417,2022-05-22,144168,1507,16,2279883,15814,1513,0.0105
SPD02501,CAM0418,2025-01-15,77327,515,8,4960443,64149,9632,0.0067
SPD02502,CAM0418,2024-12-17,58221,1657,17,668730,11486,404,0.0285
SPD02503,CAM0418,2025-01-04,111394,2108,92,3498872,31410,1660,0.0189
SPD02504,CAM0418,2025-01-10,15637,227,10,905588,57913,3989,0.0145
SPD02505,CAM0418,2025-01-17,139255,3495,43,2607024,18721,746,0.0251
SPD02506,CAM0419,2024-04-30,71777,898,,3819560,53214,4253,0.0125
SPD02507,CAM0419,2024-04-18,56471,1249,21,2085085,36923,1669,0.0221
SPD02508,CAM0419,2024-04-24,114270,1553,53,1603202,14030,1032,0.0136
SPD02509,CAM0420,2025-02-18,54747,450,6,1185419,21653,2634,0.0082
SPD02510,CAM0420,2025-01-02,82468,2409,99,1352975,16406,562,0.0292
SPD02511,CAM0420,2025-02-03,176585,3332,123,1050704,5950,315,0.0189
SPD02512,CAM0420,2025-02-25,139542,2917,91,4335519,31070,1486,0.0209
SPD02513,CAM0420,2025-01-03,198961,4092,145,2809988,14123,687,0.0206
SPD02514,CAM0420,2025-01-01,177494,3553,73,1886220,10627,531,0.0200
SPD02515,CAM0420,2025-03-03,93823,2357,91,2563351,27321,1088,0.0251
SPD02516,CAM0420,2025-02-18,53931,1468,36,2178455,40393,1484,0.0272
SPD02517,CAM0421,2023-05-22,69362,798,34,2220695,32016,2783,0.0115
SPD02518,CAM0421,2023-05-12,25626,580,21,4390178,171317,7569,0.0226
SPD02519,CAM0421,2023-06-02,12337,176,4,4116678,333685,23390,0.0143
SPD02520,CAM0421,2023-06-01,185834,3548,82,4004497,21549,1129,0.0191
SPD02521,CAM0421,2023-06-02,158833,3621,179,3014407,18978,832,0.0228
SPD02522,CAM0422,2023-08-09,99500,2903,94,2472092,24845,852,0.0292
SPD02523,CAM0422,2023-08-15,106360,3007,90,733365,6895,244,0.0283
SPD02524,CAM0423,2023-09-27,59688,1650,28,2595372,43482,1573,0.0276
SPD02525,CAM0423,2023-09-23,10800,198,6,2769845,256467,13989,0.0183
SPD02526,CAM0423,2023-10-02,27947,708,18,1396176,49958,1972,0.0253
SPD02527,CAM0423,2023-09-20,102311,1984,86,1724410,16855,869,0.0194
SPD02528,CAM0424,2022-05-22,67791,361,7,2209888,32599,6122,0.0053
SPD02529,CAM0424,2022-06-07,193063,3805,65,1227938,6360,323,0.0197
SPD02530,CAM0424,2022-06-02,18799,562,20,1839245,97837,3273,0.0299
SPD02531,CAM0424,2022-05-30,46264,1319,29,2856964,61754,2166,0.0285
SPD02532,CAM0425,2024-06-19,60965,1399,,4952744,81239,3540,0.0229
SPD02533,CAM0425,2024-06-23,62674,1344,19,351598,5610,262,0.0214
SPD02534,CAM0425,2024-06-10,145026,3065,91,4652926,32083,1518,0.0211
SPD02535,CAM0426,2023-01-22,48781,417,10,4805201,98506,11523,0.0085
SPD02536,CAM0426,2023-01-28,29216,815,18,1954185,66887,2398,0.0279
SPD02537,CAM0426,2023-01-23,177475,2126,58,4440323,25019,2089,0.0120
SPD02538,CAM0426,2023-01-29,73094,853,38,4377990,59895,5132,0.0117
SPD02539,CAM0426,2023-01-03,34472,600,9,412358,11962,687,0.0174
SPD02540,CAM0427,2024-06-14,112720,2808,120,2067005,18338,736,0.0249
SPD02541,CAM0427,2024-06-03,126320,2062,53,2917185,23094,1415,0.0163
SPD02542,CAM0427,2024-05-30,54361,536,,2537547,46680,4734,0.0099
SPD02543,CAM0427,2024-04-15,174267,4476,157,3195655,18338,714,0.0257
SPD02544,CAM0427,2024-04-27,120167,3402,,3282709,27318,965,0.0283
SPD02545,CAM0427,2024-05-19,175151,3148,36,1474926,8421,469,0.0180
SPD02546,CAM0427,2024-06-08,183891,1738,38,2882581,15675,1659,0.0095
SPD02547,CAM0427,2024-06-06,178688,4675,126,2726010,15256,583,0.0262
SPD02548,CAM0428,2022-06-08,155382,3466,161,3538632,22774,1021,0.0223
SPD02549,CAM0428,2022-07-16,169507,3789,62,494291,2916,130,0.0224
SPD02550,CAM0428,2022-06-04,36882,367,8,1493311,40489,4069,0.0100
SPD02551,CAM0428,2022-07-15,107436,1009,34,1764366,16422,1749,0.0094
SPD02552,CAM0428,2022-07-22,195383,4059,80,1272236,6511,313,0.0208
SPD02553,CAM0428,2022-06-26,166315,2296,83,1988523,11956,866,0.0138
SPD02554,CAM0428,2022-06-09,43891,404,16,3913585,89166,9687,0.0092
SPD02555,CAM0428,2022-06-08,188320,3841,131,1662187,8826,433,0.0204
SPD02556,CAM0428,2022-05-10,80321,1131,42,2062770,25682,1824,0.0141
SPD02557,CAM0428,2022-06-24,64113,527,7,3136080,48915,5951,0.0082
SPD02558,CAM0429,2023-09-11,128087,1912,61,4051333,31630,2119,0.0149
SPD02559,CAM0429,2023-09-11,139073,1347,55,1213286,8724,901,0.0097
SPD02560,CAM0429,2023-10-04,137557,3462,62,523585,3806,151,0.0252
SPD02561,CAM0430,2024-09-03,8711,150,2,4844118,556092,32294,0.0172
SPD02562,CAM0430,2024-09-11,151348,3321,57,951959,6290,287,0.0219
SPD02563,CAM0430,2024-09-28,179645,4463,209,2398976,13354,538,0.0248
SPD02564,CAM0430,2024-10-01,72704,1780,40,2403314,33056,1350,0.0245
SPD02565,CAM0431,2022-10-31,43049,441,8,1481496,34414,3359,0.0102
SPD02566,CAM0431,2022-11-01,47306,1324,46,2649783,56014,2001,0.0280
SPD02567,CAM0431,2022-11-08,45361,619,27,4948568,109093,7994,0.0136
SPD02568,CAM0431,2022-11-01,193050,4901,172,1744614,9037,356,0.0254
SPD02569,CAM0431,2022-11-03,197479,5718,143,3031439,15351,530,0.0290
SPD02570,CAM0431,2022-11-05,102410,2191,43,4216368,41171,1924,0.0214
SPD02571,CAM0432,2022-11-13,69131,460,14,2477977,35845,5387,0.0067
SPD02572,CAM0432,2022-10-29,184221,4573,197,252956,1373,55,0.0248
SPD02573,CAM0432,2022-11-01,180374,2323,111,1223617,6784,527,0.0129
SPD02574,CAM0433,2023-10-22,89923,783,10,3432690,38174,4384,0.0087
SPD02575,CAM0433,2023-09-28,110196,2372,50,3549541,32211,1496,0.0215
SPD02576,CAM0433,2023-10-01,154660,3975,97,730642,4724,184,0.0257
SPD02577,CAM0433,2023-10-07,196495,2342,57,2309123,11752,986,0.0119
SPD02578,CAM0434,2023-07-08,24063,601,21,3289418,136700,5473,0.0250
SPD02579,CAM0434,2023-06-07,117228,3450,45,3070757,26195,890,0.0294
SPD02580,CAM0434,2023-06-23,117267,1382,50,3353909,28601,2427,0.0118
SPD02581,CAM0434,2023-07-09,60448,1195,35,1750741,28963,1465,0.0198
SPD02582,CAM0435,2024-08-09,130084,3263,35,1615386,12418,495,0.0251
SPD02583,CAM0435,2024-09-26,46496,1007,,4361843,93811,4332,0.0217
SPD02584,CAM0435,2024-08-14,40639,943,,2779337,68391,2947,0.0232
SPD02585,CAM0435,2024-08-11,57896,1116,30,3585085,61923,3212,0.0193
SPD02586,CAM0435,2024-09-30,144455,2768,31,4589086,31768,1658,0.0192
SPD02587,CAM0435,2024-10-01,61523,421,19,2140488,34792,5084,0.0068
SPD02588,CAM0435,2024-08-12,162795,4823,132,3466552,21294,719,0.0296
SPD02589,CAM0435,2024-08-05,125686,3642,176,4685935,37283,1287,0.0290
SPD02590,CAM0435,2024-10-20,129558,2749,53,1944871,15012,707,0.0212
SPD02591,CAM0436,2024-11-03,184552,3560,134,1903015,10312,535,0.0193
SPD02592,CAM0436,2024-10-01,162972,1188,27,1780213,10923,1498,0.0073
SPD02593,CAM0436,2024-09-25,139347,3038,107,1724117,12373,568,0.0218
